,text,retweetCount,likeCount,isQuote,source,userId,userFollowersCount,userVerified,userProtected,userFriendsCount,userStatusesCount,userListedCount,userOnTwitter(Months),trending,feat_0,feat_1,feat_2,feat_3,feat_4,flair_sentiment,flair_fast_sentiment,polarity,polarity_positive,polarity_negative,polarity_compound
27,"Now correct me if I am wrong , but does not Michael Flynn lose his 5th Amendment protections against self - incrimination no …",264,0,False,ANDROID,1148332763596017664,4496,False,False,4735,113671,2,16,0,0.00038822306545941815,0.0007263528321498792,0.001402612365530801,0.00355662421259596,0.005748206033737837,0.6076139807701111,-0.9842953681945801,-0.5,0.1,0.169,-0.2413
28,"On General Michael Flynn ' s pardon As Trump pardoned his first National Security Advisor , who lied to hide Russia connectio …",1045,0,False,WEB,930737041,3966,False,False,4874,219560,145,96,0,1.2523324692239296e-05,0.0007263528321498792,0.0018033587556824586,0.0031934477965210204,0.0034814842644425243,-0.9437357783317566,0.6579892635345459,0.15000000000000002,0.228,0.149,0.3182
29,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,ANDROID,1228520858039115777,100,False,False,687,81388,1,9,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
30,I do not think a pardon of a criminal co - conspirator of yours will hold up once everything comes out next year . Now he …,1115,0,True,UNKNOWN,104571522,126,False,False,228,61137,0,130,0,0.0006512128839964434,0.0013024257679928868,0.005936055904121426,0.0081902543487245,0.012661081263853928,0.7009419202804565,0.6047207117080688,-0.2,0.0,0.177,-0.6555
31,"The devil is in the details of the Flynn pardon . The broader the coverage , then the easier it will be to compel his tes …",370,0,False,UNKNOWN,1248968150424653824,324,False,False,696,11365,0,7,0,7.513994815343577e-05,8.766327284567507e-05,0.0006637362086886827,0.0010644825988403402,0.02207862143241788,-0.6611905694007874,0.8949358463287354,0.0,0.152,0.131,-0.0772
32,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,WEB,807983666454478848,933,False,False,5000,18605,3,47,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
33,"So , Flynn has no 5th amendment protection anymore , and he can be called to testify before Congress again ... Hey …",968,0,False,ANDROID,1083542845758222336,10728,False,False,10617,19875,9,22,0,0.0004884096629973326,0.0017156954828367835,0.007676798036342688,0.012097531652703159,0.01564163254060688,-0.9603440165519714,-0.882818341255188,0.0,0.0,0.091,-0.296
34,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,ANDROID,661173,5130,False,False,5623,139489,511,166,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
35,"May come back to bite tRump on the butt . Flynn , having been pardoned , cannot refuse to answer question …",0,0,False,UNKNOWN,253104020,28,False,False,14,1124,1,117,0,0.00045083968892061464,0.0021289651976806804,0.0030682145495986276,0.027952060713078108,0.03344980025297116,-0.9672466516494751,-0.8555664420127869,0.0,0.159,0.0,0.4191
36,Yes it clears Gen Flynn totally for what Trump pardoned him for . BU …,11,0,False,IPHONE,817530967195684864,8482,False,False,2421,65361,16,46,0,0.006048765826351579,0.06793903645539819,0.13718049867878923,0.1371930220034815,0.13720554532817372,0.8497167229652405,0.8864277601242065,0.0,0.33,0.0,0.5994
37,Trump pardons Flynn and now Flynn has no 5th amendment protection . Trump never has been good at playing the long game .…,40,0,False,ANDROID,38411709,321,False,False,298,32335,18,138,0,0.0012523324692239296,0.0017156954828367835,0.01669359181475498,0.017908354309902192,0.020200122728581984,-0.9927716851234436,-0.984237015247345,0.0833333333333333,0.145,0.167,-0.1546
38,Hey Congress ? Time to call General Flynn to testify fully on Trump 2016 election interference w …,716,0,False,ANDROID,16709757,2927,False,False,3922,104579,7,145,0,0.010406882819250854,0.012097531652703159,0.03343727692827892,0.05117030469248976,0.051182828017182,-0.8184099793434143,0.7006011009216309,0.05000000000000002,0.0,0.0,0.0
39,"Trump has announced a full pardon for Michael Flynn , surprising no one . But here ' s the kicker : now that there is no risk …",24,0,False,IPHONE,747148865527128064,5574,False,False,6117,251572,3,53,0,1.2523324692239296e-05,0.0007263528321498792,0.00622409237204293,0.00676259533380922,0.010757535910633555,-0.8523305058479309,-0.771521270275116,0.5249999999999999,0.175,0.052,0.4255
40,"Madam Speaker , now that traitor Michael Flynn accepted a pardon and forfeited his 5th Amendment protection against sel …",22,0,True,UNKNOWN,1064701368890470400,529,False,False,2415,35291,0,24,0,0.0007263528321498792,0.005748206033737837,0.011083142352631777,0.012661081263853928,0.019073023506280446,-0.9987350106239319,-0.8956875205039978,0.0,0.196,0.0,0.5267
41,"Curious , so Flynn loses 5th amendment privileges with this pardon . Will executive privilege cover him if he is subp …",0,0,False,WEB,1036981147216080898,3160,False,False,4064,13709,6,26,0,0.0016405555346833476,0.020200122728581984,0.023844410214023618,0.02381936356463914,0.033399706954202205,-0.9605781435966492,-0.9072059988975525,-0.2,0.331,0.088,0.7287
42,"Madam Speaker , now that traitor Michael Flynn accepted a pardon and forfeited his 5th Amendment protection against sel …",22,0,True,ANDROID,628810994,3418,False,False,4969,153981,67,100,0,0.0007263528321498792,0.005748206033737837,0.011083142352631777,0.012661081263853928,0.019073023506280446,-0.9987350106239319,-0.8956875205039978,0.0,0.196,0.0,0.5267
43,"Put him in front of Congress . No more 5th amendment and we get to see his lawyer , my favori …",0,0,False,IPHONE,104941362,304,False,False,656,6374,35,130,0,0.005823345981891273,0.006775118658501459,0.01566667918999136,0.01670611513944722,0.01792087763459443,-0.675150454044342,0.8485485911369324,-0.25,0.0,0.095,-0.296
44,".... but now Flynn loses 5th Amendment protections against self - incrimination , and thus can be compell …",0,0,False,IPHONE,1317539640170049536,22,False,False,102,3191,0,1,0,0.0004884096629973326,0.0031809244718287812,0.005748206033737837,0.007676798036342688,0.008152684374647782,-0.973997950553894,-0.7812367677688599,-0.3,0.0,0.141,-0.4497
45,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,IPHONE,426311191,374,False,False,2958,44978,15,108,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
46,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,WEB,44632333,4982,False,False,5417,149597,89,137,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
47,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,IPHONE,956000304092401664,604,False,False,826,56908,0,34,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
48,I do not think a pardon of a criminal co - conspirator of yours will hold up once everything comes out next year . Now he …,1115,0,True,ANDROID,162897882,157,False,False,297,66084,5,124,0,0.0006512128839964434,0.0013024257679928868,0.005936055904121426,0.0081902543487245,0.012661081263853928,0.7009419202804565,0.6047207117080688,-0.2,0.0,0.177,-0.6555
49,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,ANDROID,780983093675036672,250,False,False,759,49468,2,50,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
50,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,IPHONE,27549495,1187,False,False,3242,195990,55,140,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
51,"So , Flynn has no 5th amendment protection anymore , and he can be called to testify before Congress again ... Hey …",968,0,False,IPHONE,1319030876173488130,220,False,False,305,4505,0,1,0,0.0004884096629973326,0.0017156954828367835,0.007676798036342688,0.012097531652703159,0.01564163254060688,-0.9603440165519714,-0.882818341255188,0.0,0.0,0.091,-0.296
52,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,WEB,1129823734158827521,72,False,False,911,4267,2,18,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
53,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,ANDROID,1641219194,292,False,False,300,15027,1,88,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
54,"On General Michael Flynn ' s pardon As Trump pardoned his first National Security Advisor , who lied to hide Russia connectio …",1045,0,False,ANDROID,123883953,446,False,False,1399,13952,4,128,0,1.2523324692239296e-05,0.0007263528321498792,0.0018033587556824586,0.0031934477965210204,0.0034814842644425243,-0.9437357783317566,0.6579892635345459,0.15000000000000002,0.228,0.149,0.3182
55,Look at the “ 5th Amendment ” tweets that are trending right now and tell me if the Democrats are really the party of unity .,78,0,False,UNKNOWN,203205818,2019,False,False,3382,7710,0,121,0,0.0025923282112935344,0.005748206033737837,0.00925473694756484,0.01671863846413946,0.020175076079197506,-0.9678816795349121,0.6930803656578064,0.24285714285714285,0.106,0.0,0.4549
56,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,ANDROID,380451775,4152,False,False,4299,91818,24,110,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
57,"- Judge Sullivan can issue the opinion that Trump ' s pardon of a co - conspirator is invalid , sentence Flynn to prison , and …",1444,0,False,ANDROID,1308539058,1457,False,False,2192,29982,22,92,0,1.2523324692239296e-05,0.0004884096629973326,0.0006512128839964434,0.002454571639678902,0.006061289151043819,-0.5562026500701904,-0.9107645750045776,0.0,0.117,0.107,-0.1779
58,"Madam Speaker , now that traitor Michael Flynn accepted a pardon and forfeited his 5th Amendment protection against sel …",22,0,True,ANDROID,595582707,22835,False,False,19300,395180,389,102,0,0.0007263528321498792,0.005748206033737837,0.011083142352631777,0.012661081263853928,0.019073023506280446,-0.9987350106239319,-0.8956875205039978,0.0,0.196,0.0,0.5267
59,"Now correct me if I am wrong , but does not Michael Flynn lose his 5th Amendment protections against self - incrimination no …",264,0,False,UNKNOWN,283708433,159,False,False,2149,147650,3,115,0,0.00038822306545941815,0.0007263528321498792,0.001402612365530801,0.00355662421259596,0.005748206033737837,0.6076139807701111,-0.9842953681945801,-0.5,0.1,0.169,-0.2413
60,"Fun fact ; now he is been pardoned , Mike Flynn loses all protection against compelled testimony under the 5th Amendment ,…",769,0,False,ANDROID,1158129548887638016,2884,False,False,4997,78600,0,15,0,0.0016405555346833476,0.004107650499054489,0.005748206033737837,0.020162552754505268,0.02204105145834116,-0.9419771432876587,0.6795808672904968,0.0,0.24,0.086,0.4767
61,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,IPHONE,14287214,949,False,False,2097,45303,23,152,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
62,".... annnnd now he loses 5th Amendment protections against self - incrimination , and thus can be compelled to testify or i …",2999,0,True,IPHONE,2365224559,65,False,False,64,474,0,81,0,0.0004884096629973326,0.0031809244718287812,0.005748206033737837,0.007676798036342688,0.008152684374647782,-0.9920797944068909,-0.8380765318870544,-0.3,0.049,0.094,-0.2732
63,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,UNKNOWN,2427623580,484,False,False,59,31985,3,79,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
64,".... annnnd now he loses 5th Amendment protections against self - incrimination , and thus can be compelled to testify or i …",2999,0,True,WEB,254565033,12000,False,False,12672,67293,2,117,0,0.0004884096629973326,0.0031809244718287812,0.005748206033737837,0.007676798036342688,0.008152684374647782,-0.9920797944068909,-0.8380765318870544,-0.3,0.049,0.094,-0.2732
65,"Fun fact ; now he is been pardoned , Mike Flynn loses all protection against compelled testimony under the 5th Amendment ,…",769,0,False,ANDROID,915614198,8726,False,False,9501,52379,5,97,0,0.0016405555346833476,0.004107650499054489,0.005748206033737837,0.020162552754505268,0.02204105145834116,-0.9419771432876587,0.6795808672904968,0.0,0.24,0.086,0.4767
66,"Now correct me if I am wrong , but does not Michael Flynn lose his 5th Amendment protections against self - incrimination no …",264,0,False,IPHONE,4871492478,671,False,False,1802,126875,5,57,0,0.00038822306545941815,0.0007263528321498792,0.001402612365530801,0.00355662421259596,0.005748206033737837,0.6076139807701111,-0.9842953681945801,-0.5,0.1,0.169,-0.2413
67,"Madam Speaker , now that traitor Michael Flynn accepted a pardon and forfeited his 5th Amendment protection against sel …",22,0,True,WEB,1274372513443786753,393,False,False,595,15477,0,5,0,0.0007263528321498792,0.005748206033737837,0.011083142352631777,0.012661081263853928,0.019073023506280446,-0.9987350106239319,-0.8956875205039978,0.0,0.196,0.0,0.5267
68,".... but now Flynn loses 5th Amendment protections against self - incrimination , and thus can be compelle …",0,0,False,IPHONE,1317539640170049536,22,False,False,102,3191,0,1,0,0.0004884096629973326,0.0031809244718287812,0.005748206033737837,0.007676798036342688,0.008152684374647782,-0.9746668934822083,-0.8931915760040283,-0.3,0.0,0.141,-0.4497
69,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,IPHONE,1010513403373342722,4173,False,False,4871,15441,7,29,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
70,Get ready for a wild few weeks Trump is like a cornered wild animal . His only concern is immediate survival - He ' ll rabid …,18,0,False,WEB,1158562636113440768,4141,False,False,4999,43415,6,15,0,0.00623661569673517,0.0167311617888317,0.019123116805049405,0.023856933538715857,0.0305318655996794,-0.9960851669311523,-0.8892487287521362,0.04000000000000001,0.161,0.068,0.4404
71,"- Judge Sullivan can issue the opinion that Trump ' s pardon of a co - conspirator is invalid , sentence Flynn to prison , and …",1444,0,False,IPHONE,2976629415,324,False,False,932,45633,11,70,0,1.2523324692239296e-05,0.0004884096629973326,0.0006512128839964434,0.002454571639678902,0.006061289151043819,-0.5562026500701904,-0.9107645750045776,0.0,0.117,0.107,-0.1779
72,"BREAKING : As the Supreme Court long ago established as a matter of settled law , Michael Flynn has admitted his guilt b …",1639,0,False,IPHONE,1038243510166536192,1371,False,False,2313,35182,5,26,0,0.0007263528321498792,0.0015779389112221512,0.0017156954828367835,0.0019536386519893303,0.002116441872988441,0.7533755898475647,0.7520005702972412,-0.05,0.216,0.074,0.4588
73,@ __THEweb__ Right . So if he is asked to testify about anything pertaining to the charges …,0,1,False,ANDROID,99472024,369,False,False,1050,26952,2,131,0,0.00022541984446030732,0.0016405555346833476,0.0121100549773954,0.012097531652703159,0.033399706954202205,0.506130039691925,-0.6318845152854919,0.2857142857142857,0.0,0.11,-0.2732
74,conspiracy . A pardon also causes the pardoned to plead guilty for all crimes pardoned . It also does away with their 5th ame …,728,0,False,IPHONE,66061729,2908,False,False,4058,115366,12,135,0,0.0014401823396075191,0.0014527056642997583,0.01565415586529912,0.06788894315662922,0.08232833652678113,0.7751389741897583,0.9235777258872986,-0.5,0.189,0.192,-0.2732
75,".... annnnd now he loses 5th Amendment protections against self - incrimination , and thus can be compelled to testify or i …",2999,0,True,IPHONE,2341078074,268,False,False,228,20397,0,81,0,0.0004884096629973326,0.0031809244718287812,0.005748206033737837,0.007676798036342688,0.008152684374647782,-0.9920797944068909,-0.8380765318870544,-0.3,0.049,0.094,-0.2732
76,"So , Flynn has no 5th amendment protection anymore , and he can be called to testify before Congress again ... Hey …",968,0,False,ANDROID,1308539058,1457,False,False,2192,29982,22,92,0,0.0004884096629973326,0.0017156954828367835,0.007676798036342688,0.012097531652703159,0.01564163254060688,-0.9603440165519714,-0.882818341255188,0.0,0.0,0.091,-0.296
77,_1222 : rolling_on_the_floor_laughing :: face_with_tears_of_joy : you mean Flynn ' s son who helped him plan the kidnapping of a Turkish disside …,2,0,False,ANDROID,1026282888474443776,43408,False,False,43156,196605,17,27,0,0.0,1.2523324692239296e-05,0.0005635496111507683,0.0005760729358430076,0.0006512128839964434,0.9848105311393738,0.8155005574226379,-0.3125,0.0,0.0,0.0
78,I do not think a pardon of a criminal co - conspirator of yours will hold up once everything comes out next year . Now he …,1115,0,True,WEB,930553958636052480,13613,False,False,9802,191931,56,36,0,0.0006512128839964434,0.0013024257679928868,0.005936055904121426,0.0081902543487245,0.012661081263853928,0.7009419202804565,0.6047207117080688,-0.2,0.0,0.177,-0.6555
79,".... annnnd now he loses 5th Amendment protections against self - incrimination , and thus can be compelled to testify or i …",2999,0,True,IPHONE,1047719977090830337,418,False,False,749,54554,1,25,0,0.0004884096629973326,0.0031809244718287812,0.005748206033737837,0.007676798036342688,0.008152684374647782,-0.9920797944068909,-0.8380765318870544,-0.3,0.049,0.094,-0.2732
80,"Now correct me if I am wrong , but does not Michael Flynn lose his 5th Amendment protections against self - incrimination no …",264,0,False,UNKNOWN,83111754,408,False,False,1140,38070,11,133,0,0.00038822306545941815,0.0007263528321498792,0.001402612365530801,0.00355662421259596,0.005748206033737837,0.6076139807701111,-0.9842953681945801,-0.5,0.1,0.169,-0.2413
