,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1324056729374646279,2020-11-04 18:31:38,"RT @pnrodenbush: Hard to overstate the importance this morning of winning Gov/State AG/Sec. of State races in Michigan, Wisconsin, and Penn…",327,0,False,,,"{'screen_name': 'pnrodenbush', 'name': 'Patrick Rodenbush', 'id': 140188005, 'id_str': '140188005', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,617512807,clark,youdoyoudawg,2012-06-24 21:55:08,1278,• un demi-litre de baise toi • you're welcome to leave my page • (he/him),False,False,Slytherin Common Room,665,144180,21
,1324056726006616069,2020-11-04 18:31:37,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59265,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter Web App,https://mobile.twitter.com,1293549952552046592,Naimeh,Naimeh_2001,2020-08-12 14:08:49,106,"زاده ی زمستان
#INTP",False,False,tabriz,168,847,0
,1324056725826215938,2020-11-04 18:31:37,"RT @DeeElefans: As we slept, Wisconsin and Michigan magically found enough votes to wipe out Trump’s MAJOR leads in those states. Every sin…",302,0,False,,,,"{'screen_name': 'DeeElefans', 'name': 'Elephant Respecter', 'id': 1304530918716190721, 'id_str': '1304530918716190721', 'indices': [3, 14]}",Twitter for Android,http://twitter.com/download/android,2912555817,David,David_Hines13,2014-12-09 11:45:31,35,,False,False,,115,6296,0
,1324056725725585409,2020-11-04 18:31:37,"RT @garciabanchs: Está ganando el socialismo y la destrucción (Biden) en este momento. 

Dios Padre Todopoderoso, te pedimos que reviertas…",1092,0,False,,,,"{'screen_name': 'garciabanchs', 'name': 'Ángel García Banchs', 'id': 92376011, 'id_str': '92376011', 'indices': [3, 16]}",Twitter for Android,http://twitter.com/download/android,2347583526,Fredy Rafael Noguera,FredyNoguera,2014-02-16 23:31:59,325,"Constructor. Baterista, rebelde y soñador, perseverante. Me gusta leer y cuido mi ortografía, amante de la vida y las féminas. vivo simple./ Maduro C. E'. T. M",False,False,"Lima, Perú. ",291,21649,2
,1324056725570363398,2020-11-04 18:31:37,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59265,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter for Android,http://twitter.com/download/android,1154935471388205057,Backwoods Buck,Mrfireline1,2019-07-27 02:04:08,2359,"I love Jesus Christ. I love my family. I support President Trump. NRA
KAG2020 PatriotsUnite MAGA2020",False,False,,3310,16316,1
,1324056725226459143,2020-11-04 18:31:37,"For most of my life, and for decades before that, the GOP was obsessed with ""exporting democracy"" (often by militar… https://t.co/fKpOLBjHXQ",0,0,False,,,,,Twitter Web App,https://mobile.twitter.com,19251004,Jon Gorey,jongorey,2009-01-20 19:03:26,503,"Em-dash addict, doting dad, musical has-been, and insufferable Masshole writing about homes, travel, and other life essentials.",False,False,"Quincy, MA",698,5109,18
,1324056725201309696,2020-11-04 18:31:37,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59265,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter for Android,http://twitter.com/download/android,899277820035309570,Tommy🇪🇸Infidel Blomkvist Willing ن 💚 🇺🇸,TommyInfidel,2017-08-20 14:31:54,2238,"V.E.R.D.E. Por España me atrevo.
#VisegrádGroup #ProVida #StopIslam #LaEspañaViva Amante esposo de @M_N_L_Blomkvist",False,False,Desde mi guarida,2583,99895,2
,1324056725117374471,2020-11-04 18:31:37,RT @cjguy1: Michigan update: Trump up 10k votes with 99% in.,86,0,False,,,,"{'screen_name': 'cjguy1', 'name': 'Prince', 'id': 490550641, 'id_str': '490550641', 'indices': [3, 10]}",Twitter for Android,http://twitter.com/download/android,1226922644844486657,Persona Non Grata,AAAmerican1776,2020-02-10 17:35:37,2490,🇺🇸🇺🇲🇮🇹🇮🇹,False,False,,3679,1357,0
,1324056725067042818,2020-11-04 18:31:37,"RT @larazon_es: #Elecciones2020 | Biden se alzará con la victoria gracias a los estados de Wisconsin y Michigan ➡ Entre hoy y mañana, Biden…",2,0,False,,,"{'text': 'Elecciones2020', 'indices': [16, 31]}","{'screen_name': 'larazon_es', 'name': 'La Razón', 'id': 112694236, 'id_str': '112694236', 'indices': [3, 14]}",Twitter Web App,https://mobile.twitter.com,627603028,Anuski,Anuski24158940,2012-07-05 18:13:10,2725,,False,False,en el gimnasio,1964,525585,41
,1324056724945301504,2020-11-04 18:31:37,"RT @CNBCPolitics: The states seeing relatively poor levels of mail deliveries of ballots include Georgia, Pennsylvania, Michigan, North Car…",173,0,False,,,,"{'screen_name': 'CNBCPolitics', 'name': 'CNBC Politics', 'id': 381724050, 'id_str': '381724050', 'indices': [3, 16]}",Twitter for iPhone,http://twitter.com/download/iphone,275628840,Trevor Kramer,tkhereandthere,2011-04-01 17:27:30,1439,"Proud husband, son, dog dad, vegan. Recovering Progressive Conservative turned @JustinTrudeau supporter 🇨🇦🏳️‍🌈🌱 RT is not necessarily endorsement",False,False,"Vancouver, British Columbia",1913,10582,20
,1324056724886769665,2020-11-04 18:31:37,"RT @leandroruschel: A surpresa é a existência de muitos votos a serem contados no Arizona, o que foi revelado há uma hora.

Se Trump virar…",835,0,False,,,,"{'screen_name': 'leandroruschel', 'name': 'Leandro Ruschel 🇧🇷🇺🇸🇮🇹🇩🇪', 'id': 174818242, 'id_str': '174818242', 'indices': [3, 18]}",Twitter for Android,http://twitter.com/download/android,1182045125490417664,Evandro Lima,Evandro63650639,2019-10-09 21:28:30,152,"Bolsonarista ,,Robô ,miliciano digital,, Bolsominion🇧🇷, Aaaaaaa Flamenguista❤🖤",False,False,"Araruama, Brasil",305,6242,0
,1324056724802818048,2020-11-04 18:31:37,"RT @rodianh: Elecciones en Michigan al mejor estilo de Venezuela, se corta la energía, se quedan sin tinta y misteriosamente salen cerca de…",207,0,False,,,,"{'screen_name': 'rodianh', 'name': 'R. O. Hoyos', 'id': 279219504, 'id_str': '279219504', 'indices': [3, 11]}",Twitter for Android,http://twitter.com/download/android,466089940,gbarrera29tw,gbarrera29twt,2012-01-17 01:54:25,1955,"'No hay libertad para el hombre donde su  seguridad, su vida y bienes, están a merced del capricho de un mandatario' Juan Bautista Alberdi.
'100% URIBISTA",False,False,,4947,29772,0
,1324056724739862528,2020-11-04 18:31:37,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59251,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,2274342822,Crash!,Mehdi_Ima,2014-01-03 10:59:37,352,"You say god i say ""#say10""",False,False,Somewhere of hell,662,6847,0
,1324056724689416193,2020-11-04 18:31:37,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59251,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter Web App,https://mobile.twitter.com,1062473247936045056,Dustin Sharpe,DustinSharpe7,2018-11-13 22:32:16,987,#TRUMP #MAGA,False,False,Mackay Australia,1083,13894,1
,1324056724635111424,2020-11-04 18:31:37,RT @KingJosiah54: How Trump tryna get Michigan to stop counting votes https://t.co/j01Lef7a5E,7599,0,False,,,,"{'screen_name': 'KingJosiah54', 'name': 'Josiah Johnson', 'id': 3277891994, 'id_str': '3277891994', 'indices': [3, 16]}",Twitter for Android,http://twitter.com/download/android,333773202,JD🚀,Jaylan_D1,2011-07-12 02:11:47,678,,False,False,AL,1100,97825,4
,1324056724446175232,2020-11-04 18:31:37,"RT @scrowder: Ooooooh, so Twitter is ACTIVELY censoring tweets questioning results in Michigan?! Fuck. This.",8743,0,False,,,,"{'screen_name': 'scrowder', 'name': 'Steven Crowder', 'id': 19091173, 'id_str': '19091173', 'indices': [3, 12]}",Twitter for iPhone,http://twitter.com/download/iphone,34654111,Phil Peterman 🤓🏴,strangequarks,2009-04-23 16:17:56,890,Photographer 📷 Business Owner👨🏻‍💼 Coder👨🏻‍💻 Graphic Designer 👨🏻‍🎨 Cryptophile 💸📈🌛 Scientist👨🏻‍🔬 Quantum Mechanic 🎲 Skiier ⛷ $strangequarks 💵,False,False,"Olympia, WA",3864,22528,89
,1324056724421156866,2020-11-04 18:31:37,"RT @LionelMedia: I think they’re onto our fraud. They figured out Michigan and Wisconsin.

Don’t worry about it. They’ll just tweet about i…",11,0,False,,,,"{'screen_name': 'LionelMedia', 'name': '🇺🇸Lionel🇺🇸', 'id': 24787367, 'id_str': '24787367', 'indices': [3, 15]}",Twitter Web App,https://mobile.twitter.com,1289190632817332224,I wont submit,BobStev58975298,2020-07-31 13:26:22,309,"I'm free, abortion is murder, trust in Jesus not government, 9-11 was an inside job, covid-19 is about control, hang pedos, no vaccines ever!",False,False,Ohio - The Heart of Tyranny,837,681,0
,1324056724215635968,2020-11-04 18:31:37,"RT @gardenpanty: Trump: I've already won...

Mail in ballots from Michigan and Wisconsin:

 https://t.co/iydsVMk9OU",58,0,False,,,,"{'screen_name': 'gardenpanty', 'name': '⚔️Jeremy | Replay 〄', 'id': 386147006, 'id_str': '386147006', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,1319107668431208451,Josh ☀️,GVHANSAN1,2020-10-22 02:46:08,57,new account :/,False,False,"Houston, TX",67,89,0
,1324056723674570752,2020-11-04 18:31:37,RT @leandroruschel: O padrão de contagem em Wisconsin e Michigan é bizarro. Não cheira bem.,532,0,False,,,,"{'screen_name': 'leandroruschel', 'name': 'Leandro Ruschel 🇧🇷🇺🇸🇮🇹🇩🇪', 'id': 174818242, 'id_str': '174818242', 'indices': [3, 18]}",Twitter for iPhone,http://twitter.com/download/iphone,1127631196530380803,Paulo Vencato🇧🇷🇧🇷🇮🇪🇮🇪🇺🇸🇺🇸,PauloVencato,2019-05-12 17:46:42,287,,False,False,"Porto Alegre, Brasil",582,20186,0
,1324056723456483335,2020-11-04 18:31:37,RT @poutkid: michigan https://t.co/kfYt0vkiFM,46,0,False,,,,"{'screen_name': 'poutkid', 'name': 'mitchy', 'id': 2681452226, 'id_str': '2681452226', 'indices': [3, 11]}",Twitter Web App,https://mobile.twitter.com,428963352,jon,itsjonnyokay,2011-12-05 11:43:37,358,appropriate opiate,False,False,manc,322,7175,2
,1324056723385159682,2020-11-04 18:31:37,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59257,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter Web App,https://mobile.twitter.com,705183257978138624,M,ag_mrc,2016-03-03 00:09:25,498,"Nada para ver aqui. Circulando... circulando...
E sem essa de SDV, por favor.",False,False,Bem atrás de você.,521,44865,6
,1324056723305324544,2020-11-04 18:31:37,"RT @scrowder: Ooooooh, so Twitter is ACTIVELY censoring tweets questioning results in Michigan?! Fuck. This.",8743,0,False,,,,"{'screen_name': 'scrowder', 'name': 'Steven Crowder', 'id': 19091173, 'id_str': '19091173', 'indices': [3, 12]}",Twitter for iPhone,http://twitter.com/download/iphone,727469905428140032,Dinosaurs,Smilingdinos,2016-05-03 12:08:36,161,Evolve Educate Learn.........                      Artist beekeeper illustrator painter director performer tiedye photographer philosopher music is my life,False,False,"California, USA",2180,1929,3
,1324056723179642880,2020-11-04 18:31:37,"RT @PortalTracklist: ""Eles estão achando votos em Biden por todo o lugar - na Pensilvânia, Wisconsin e em Michigan. Muito ruim para o nosso…",484,0,True,,,,"{'screen_name': 'PortalTracklist', 'name': 'Tracklist', 'id': 132699857, 'id_str': '132699857', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,717066113503346688,juliana 🍀,jxllwana,2016-04-04 19:07:38,885,@jonnathaskeller ❤️,False,False,"Rio Grande do Sul, Brasil",840,14593,0
,1324056723016028166,2020-11-04 18:31:37,"RT @leonline2000: Más contexto en el número de Votos añadidos a Biden en función del tiempo en Michigan.

Nótese votos añadidos (138.000) a…",45,0,False,,,,"{'screen_name': 'leonline2000', 'name': 'Leonard Reyes', 'id': 2349409579, 'id_str': '2349409579', 'indices': [3, 16]}",Twitter for Android,http://twitter.com/download/android,108694665,Yo Soy!!,twimilu,2010-01-26 19:32:38,1377,"TE AMO SEÑOR!! No se puede medir a un Dios multidimensional con un pensamiento lineal!! 
Every word has consequences, Every silence, too!!!!",False,False,"Venezuela, La Perla de Luz!!",1278,79038,17
,1324056722877632514,2020-11-04 18:31:37,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59257,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,1232328046230822912,ARAD,ARAD59740327,2020-02-25 15:34:50,65,,False,False,,126,1485,0
,1324056722630189056,2020-11-04 18:31:37,"RT @7im: Biden up 45,000 in michigan. no longer particularly close.",99,0,False,,,,"{'screen_name': '7im', 'name': 'Tim Dickinson', 'id': 17375281, 'id_str': '17375281', 'indices': [3, 7]}",Twitter for iPhone,http://twitter.com/download/iphone,325871072,Juan Pujols,ocoa82,2011-06-29 00:44:46,1154,Latino,False,False,USA,3378,25557,12
,1324056722479210496,2020-11-04 18:31:37,"RT @ChrisDJackson: BREAKING @JoeBiden has now expanded his lead to over 30,000 votes in Michigan. 

This margin is greater than Trump’s 201…",656,0,False,,,,"{'screen_name': 'ChrisDJackson', 'name': 'Chris D. Jackson', 'id': 20640982, 'id_str': '20640982', 'indices': [3, 17]},{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': 939091, 'id_str': '939091', 'indices': [28, 37]}",Twitter for iPhone,http://twitter.com/download/iphone,17735703,Proud of my Gen Z kids (@🏠),kluckey,2008-11-29 15:20:21,684,Born & raised in Nebraska. Mom of 3. We need more happiness in the world. PROUD RESISTER AND PROUDER MOM OF GEN Z KIDS ❤️❤️ LOVE My Husker Football 🏈🏈❤️❤️,False,False,"Papillion, NE",1156,39126,1
,1324056722055421952,2020-11-04 18:31:36,"RT @realDonaldTrump: They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",59251,0,False,,,,"{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}",Twitter for Android,http://twitter.com/download/android,450361678,jerry zuniga,jerry_zuniga,2011-12-30 04:52:01,26,,False,False,sylmar,428,280,0
,1324056721753542661,2020-11-04 18:31:36,"RT @DailyMail: Trump demands RECOUNT in Wisconsin as Biden leads by more than 20,000 votes #Election2020 https://t.co/Mqi2JnBLKj https://t.…",17,0,False,,,"{'text': 'Election2020', 'indices': [91, 104]}","{'screen_name': 'DailyMail', 'name': 'Daily Mail US', 'id': 380285402, 'id_str': '380285402', 'indices': [3, 13]}",Twitter for Android,http://twitter.com/download/android,1251920595908022278,Daniel🕎,Danielt15404979,2020-04-19 17:08:45,858,Dios es amor,False,False,,1050,31994,0
,1324056721610973185,2020-11-04 18:31:36,"RT @DMatamala: Tal como se esperaba (y temía Trump), cuando se contaran los votos por correo estados decisivos podían volverse ""azules"". Bi…",444,0,False,,,,"{'screen_name': 'DMatamala', 'name': 'Daniel Matamala', 'id': 32754385, 'id_str': '32754385', 'indices': [3, 13]}",Twitter for Android,http://twitter.com/download/android,287358053,Alexander Carreño G.,Alexandernikko,2011-04-24 20:52:03,1408,"Chemist, MSc and Ph.D. Research in design new d6 metal complexes as biomarker for walled cell models and medicinal chemistry.",False,False,Santiago de Chile,4944,70396,0
,1324056720696512512,2020-11-04 18:31:36,"RT @charliekirk11: Now does it make sense why Democrats have ceaselessly pushed mail-in ballots since the beginning of this election?

Just…",8653,0,False,,,,"{'screen_name': 'charliekirk11', 'name': 'Charlie Kirk', 'id': 292929271, 'id_str': '292929271', 'indices': [3, 17]}",Twitter for iPhone,http://twitter.com/download/iphone,863944181701423104,JF14Exm,JimmyFord77,2017-05-15 02:28:39,37,,False,False,"Hawaii, USA",117,9909,1
,1324056720692416513,2020-11-04 18:31:36,"RT @AlertaNews24: 🇺🇸 | URGENTE - EEUU VOTA: BIDEN RECUPERA TERRENO Y AVENTAJA A TRUMP EN WISCONSIN, MICHIGAN, ARIZONA Y NEVADA. TRUMP MANTI…",181,0,False,,,,"{'screen_name': 'AlertaNews24', 'name': 'Alerta News 24', 'id': 39692424, 'id_str': '39692424', 'indices': [3, 16]}",Twitter Web App,https://mobile.twitter.com,155319474,Manuel Scaccia,MANUEL1008,2010-06-13 20:15:38,1516,,False,False,Maracay . Edo Aragua,5001,152354,43
,1324056720671428609,2020-11-04 18:31:36,"RT @BillyBaldwin: If Biden takes Nevada, Wisconsin &amp; Michigan... he wins without Pennsylvania.
#CountEveryVote 
#EveryVoteCounts
#BidenHarr…",100,0,False,,,"{'text': 'CountEveryVote', 'indices': [99, 114]},{'text': 'EveryVoteCounts', 'indices': [116, 132]}","{'screen_name': 'BillyBaldwin', 'name': 'Billy Baldwin', 'id': 784890784273215488, 'id_str': '784890784273215488', 'indices': [3, 16]}",Twitter for iPhone,http://twitter.com/download/iphone,1281291976806141953,AlteredChord,TalkShap,2020-07-09 18:20:06,481,"#Resist #Remove45 #BLM #justice #45sociopath. Here to help defeat Trump. RT’s chill. NO DM’s. Professional jazz guitarist. ❤️John Coltrane, all things music.",False,False,Blue State ,1666,6805,0
,1324056720386236416,2020-11-04 18:31:36,"RT @mmpadellan: Holy shit...Biden leading by
7,000 in Nevada
20,000 in Wisconsin
9,000 in Michigan

Don't ever let anyone tell you that you…",5311,0,False,,,,"{'screen_name': 'mmpadellan', 'name': 'BrooklynDad_Defiant!', 'id': 1640929196, 'id_str': '1640929196', 'indices': [3, 14]}",Twitter for Android,http://twitter.com/download/android,1037811199428231170,Bas,Basil07755224,2018-09-06 21:14:06,141,I'm me,False,False,"Brunswick, OH",164,36886,0
,1324056720222597121,2020-11-04 18:31:36,RT @RealJamesWoods: I have a liberal friend who is very bright and funny. I really like him a lot. Naturally we banter about politics. He t…,7079,0,False,,,,"{'screen_name': 'RealJamesWoods', 'name': 'James Woods', 'id': 78523300, 'id_str': '78523300', 'indices': [3, 18]}",Twitter Web App,https://mobile.twitter.com,46714205,Austin Network,Austin_Network,2009-06-12 18:29:34,6205,"The Austin, Texas Capital",False,False,"Austin, Texas",5869,7658,218
,1324056719987744768,2020-11-04 18:31:36,Michigan is a shitshow.,0,0,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,37190937,The Red-Headed libertarian ™,TRHLofficial,2009-05-02 12:54:03,82102,Habitual Line-Stepper | Political Science Denier | Pie Goddess | Constitutional Scholar | Do no harm but take no shit | Facts ≠ Endorsements | Get a Warrant,False,False,USA,795,74948,326
,1324056719929102336,2020-11-04 18:31:36,"RT @thebradfordfile: LOL. Biden got a 138,339 tranche of  votes in Michigan without a single vote for Trump, in case you were wondering wha…",21148,0,False,,,,"{'screen_name': 'thebradfordfile', 'name': 'thebradfordfile™', 'id': 3406938525, 'id_str': '3406938525', 'indices': [3, 19]}",Twitter for iPhone,http://twitter.com/download/iphone,901214848863711232,Terri Cook,TeriAnn44,2017-08-25 22:48:58,233,"I love the Lord! He is 1st! Mother of 4 grandmother of 4 and proud to be an American! #GoTrump! #goMelania! ready or not, Jesus is coming!",False,False,"South Carolina, USA",268,4456,1
,1324056719916486657,2020-11-04 18:31:36,"@drawandstrike The 138k-ish biden votes in michigan came from a mistake by Shiawassee, should have been corrected by now.",0,0,False,,,,"{'screen_name': 'drawandstrike', 'name': ""Who's Gonna Be Lucky Indicted #2? - Brian Cates"", 'id': 39076082, 'id_str': '39076082', 'indices': [0, 14]}",Twitter Web App,https://mobile.twitter.com,826564134972096514,lex von lemmings,VonLemmings,2017-01-31 22:53:41,248,,False,False,gab.ai,1578,15936,0
,1324056719895465985,2020-11-04 18:31:36,"RT @_matheuscomth: * Michigan, Pensilvânia e Wisconsin começam a virar o jogo pro Biden *
O Trump:

#Elections2020 https://t.co/A8tQwIFIDI",179,0,False,,,"{'text': 'Elections2020', 'indices': [100, 114]}","{'screen_name': '_matheuscomth', 'name': 'Advogato de Schrödinger', 'id': 4835398031, 'id_str': '4835398031', 'indices': [3, 17]}",Twitter Web App,https://mobile.twitter.com,4540768037,vavaune tá ansiosa pra cacete #OrdemParanormal,vavaune,2015-12-20 00:33:23,223,"●perfil pessoal, mas tem uns desenhos ou fanarts aq, inclusive to fazendo uma comic

●LG(B)T+

●qualquer pronome",False,False,"Volta Redonda, RJ",326,3619,1
